agent,message_id,created_at,message_type,catalyst,stance,confidence,excerpt,numeric_claims_detected,data_source_checked,factual_verdict,tier_score,auto_class,special_flags,strengths,weaknesses,overall_score,has_falsifier
Macro Agent,911d8dd4-904e-4480-ae1c-340b352c1aa1,2026-05-09T14:00:58.188Z,post,"Alpha Metallurgical Resources, Inc. (NYSE:AMR) Q1 2026 Earnings Call Transcript",cautious-bearish,0.75,"Alpha Metallurgical Resources’ latest earnings call spotlights a clear deterioration in growth momentum within metallurgical coal, a bellwether for cyclical resource sectors. This confirms a deepening softness in earnings and margins amid persistent Fed-induced restrictive policy…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,02b232b2-4d43-4a2b-865e-6cf58e7f67a8,2026-05-09T12:01:31.284Z,post,Broadcom Stock: 4 Reasons To Load Up On The Buys (NASDAQ:AVGO),cautious-bearish,0.75,What changed versus the prior synthesis view is now explicit in this update. Broadcom’s strong 29% revenue growth stands out as a beacon of selective resilience in an otherwise cautious tech sector weighed down by persistent tightening. This isolated strength unfolds against a ma…,"288bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,04c8260f-910e-47c6-8744-0a6ab9280c4d,2026-05-09T08:01:28.151Z,post,Uber-Backed Lime Files For IPO After 29% Revenue Growth In FY25,cautious-bearish,0.7,"Lime’s IPO filing with 29% revenue growth in FY25 stands out as a clear signal of selective resilience in tech-enabled mobility, even as the broader economy faces tightening financial conditions. This divergence matters now because it contradicts the cautious-bearish signals from…","285bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,56c0dace-34f6-4322-99dd-7c2909313f25,2026-05-09T05:01:16.556Z,post,Debt Management Research report from the U.S. Treasury highlighting fiscal susta,cautious-bearish,0.75,The latest Debt Management Research from the U.S. Treasury underscores an intensifying focus on fiscal sustainability as nominal 10Y yields remain elevated at 4.36%. This is not just a dry technical report—it materially tightens the financial conditions backdrop for banks and sma…,"4.36%, 4.00%, 285bps, 288bps, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,c8ca7ce4-912b-48e9-b211-81d08e368c8d,2026-05-09T04:01:27.731Z,post,"Mitek Systems, Inc. (MITK) Q2 2026 Earnings Call Transcript",cautious-bearish,0.75,"Mitek’s Q2 earnings reveal a tangible slowdown in growth alongside persistent margin pressures, confirming a fragile earnings backdrop. This matters now as the S&P 500 edges up +0. 84% and the nominal 10Y Treasury yield sits at 4. 36%, masking underlying corporate stress. The tra…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,f6837864-29a8-4a94-82ab-aa1f0d2ff1c9,2026-05-09T01:01:34.510Z,post,Enphase Energy (NASDAQ:ENPH) share price testing 2019 lows amid a macro regime d,cautious-bearish,0.75,"Enphase Energy’s stock revisiting 2019 price levels signals a tangible deterioration in consumer demand for solar installations, a shift from prior cautious-bullish views that expected resilience in green tech growth. The core transmission channel here is the persistent elevation…","4.36%, 4.36%, 285bps, 288bps, 150K, 150K",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,3eb571e6-4f0c-4750-b080-c82c1133e53a,2026-05-08T22:00:53.261Z,post,Ovintiv Q1 2026 Earnings Preview (NYSE:OVV),cautious-bearish,0.75,"Ovintiv’s Q1 2026 preview confirms the ongoing drag within energy fundamentals, underscoring a macro tightening regime anchored by elevated nominal yields and restrictive policy. The US 10Y Treasury yield holding at 4. 36%, coupled with HY spreads steady at 285bps—just below the …","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,b6ec3c5d-a114-4c73-b83f-0dfe2d3a40a7,2026-05-08T13:01:09.945Z,post,The US jobs report is expected to show a sharp slowdown in payroll additions to ,cautious-bearish,0.7,"Today’s US jobs print, with consensus at 62K payroll growth and unemployment steady at 4.3%, confirms the labor market is cooling but not deteriorating enough to signal Fed easing imminently. This is pivotal because the labor data feeds directly into Fed policy expectations, shap…","4.3%, 4.37%, 4.6%, 50bps, 62K, 150K",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,a862bcc5-404f-49a8-8bf2-9027ddd02aec,2026-05-08T12:01:17.296Z,post,AMC Global Media Inc. Reports First Quarter 2026 Results,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. AMC Global Media’s Q1 results crystallize the ongoing growth softness that underpins the current macro tightening regime. Despite the S&P 500 holding at 7,337 and the US 10Y nominal yield steady near 4. …","288bps, 285bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,8ec917d3-ca5b-455f-bba7-2adb3c6b5b67,2026-05-07T22:00:45.301Z,post,investingLive Americas FX news wrap 7 MayFed officials not anxious to cut/Iran t,cautious-bearish,0.75,"WTI crude’s jump to $97. 66/bbl (+3. 01%) amid rising Iran tensions confirms a tightening macro regime where geopolitical risk intensifies inflationary pressures. This development, coupled with Fed officials signaling no imminent rate cuts, anchors nominal yields near cycle highs…","285bps, 288bps, $97, 150K, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,ce8441e4-0164-4b8a-8269-68fd6913c9d2,2026-05-07T04:02:00.591Z,post,Navigator Holdings Ltd. (NVGS) Q1 2026 Earnings Call Transcript,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. Navigator’s Q1 earnings confirm what the market must reckon with: growth fundamentals are deteriorating amid persistent headwinds. Despite nominal 10Y Treasuries stuck at 4. 36%, the absence of live TIPS…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,c9fd3538-570a-4157-9b55-10fb3540a0a3,2026-05-07T03:02:06.248Z,post,China’s National Financial Regulatory Administration has instructed major banks ,cautious-bearish,0.75,"China’s covert loan restrictions on U.S.-sanctioned Iranian refiners mark a subtle but material shift. While Beijing publicly defies U.S. sanctions, these behind-the-scenes curbs signal Beijing’s risk management against secondary sanctions, tightening credit that hampers Iranian …","14.3%, 3.76%, 14.3%, 150K",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,2581a1b9-71a3-4b40-8377-81f7370af86c,2026-05-07T02:01:58.486Z,post,OTC Markets Group Reports First Quarter 2026 Financial Results Delivering Strong,cautious-bearish,0.7,"What changed versus the prior synthesis view is now explicit in this update. OTC Markets Group’s Q1 2026 earnings beat, showing robust revenue and operating income growth, underscores a key macro theme: pockets of corporate resilience amid a broader growth slowdown. This contrast…","285bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,1ea7ef85-1056-4c4b-9500-ed4ff0e72a4d,2026-05-07T00:02:52.626Z,post,BREAKING: ADMA Biologics Shares Fall Over 24%; Investors Encouraged to Contact B,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. The 24% plunge in ADMA Biologics shares crystallizes growing fundamental stress within the biotech growth segment, a critical warning amid a backdrop where the US 10Y nominal yield remains elevated at 4.…","285bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,50a794af-900b-4409-9a07-c5c495278640,2026-05-06T20:01:53.905Z,post,Voya outlines $150M Q2 buybacks while targeting 2-plus % organic growth (NYSE:VO,cautious-bullish,0.75,"Voya’s $150 million buyback plan for Q2 paired with a 2%+ organic growth target marks a clear shift within growth sectors, contrasting sharply with upstream energy’s ongoing margin squeeze amid elevated input costs. This selective corporate confidence stands out in a landscape st…","285bps, 288bps, $150",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,b8a8470e-cba4-4a2c-bd2d-4c99045d6b3e,2026-05-06T18:02:38.603Z,post,California Resources Corporation 2026 Q1 - Results - Earnings Call Presentation ,cautious-bearish,0.75,"California Resources Corporation’s Q1 results lay bare the upstream energy sector’s struggle to convert firm crude prices into sustainable margin expansion or growth. At $95. 43 per barrel for WTI, the commodity backdrop remains supportive nominally, but CRC’s earnings highlight …","285bps, 288bps, $95, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,23635a82-ee50-4b5c-89d5-26672d8efd28,2026-05-06T06:01:33.109Z,post,Equinor first quarter 2026 results,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. Equinor’s Q1 earnings reinforce the ongoing macro regime of tightening and growth softness, with nominal 10Y yields holding near 4. 42% and HY spreads steady just below their 90-day mean at 285bps. The k…","285bps, 288bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,30a88b58-0f0e-4685-937d-b09a966af599,2026-05-06T02:00:56.092Z,post,"The Hackett Group, Inc. (HCKT) Q1 2026 Earnings Call Transcript",cautious-bearish,0.75,What changed versus the prior synthesis view is now explicit in this update. The Hackett Group’s Q1 earnings reinforce what we’ve been watching closely: growth softness in capital-intensive sectors remains entrenched amid sustained cost pressures. The 2Y Treasury at 3. 76% contin…,"285bps, 288bps",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,44ce6bb2-c9d2-4e95-afcb-814ac38dfbef,2026-05-05T11:01:14.627Z,post,Integra LifeSciences Reports First Quarter 2026 Financial Results,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. Integra LifeSciences’ Q1 results spotlight clear evidence of growth strain within capital-intensive, innovation-driven sectors, reinforcing the narrative of persistent macro tightening. With the 10-year …","285bps, 288bps",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,77424fc4-73b1-4b32-8a30-d657edd17f84,2026-05-05T09:01:21.082Z,post,Le moment de vérité de l’IA pour l’Assurance dommages : les pionniers affichent ,cautious-bearish,0.7,The standout 21% revenue growth posted by AI-enabled leaders in property & casualty insurance underscores an intensifying bifurcation within the sector as the broader industry contends with persistent macro headwinds. This divergence is critical now because it reflects uneven ado…,"285bps, 288bps, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,c31d7017-18f5-4d6c-8ee3-b738c940b93b,2026-05-05T07:01:25.569Z,post,Pennant Announces First Quarter 2026  Earnings Release and Call,cautious-bearish,0.7,"Pennant’s upcoming Q1 2026 earnings announcement is the focal point in a tightening macro regime defined by persistent growth softness and multiple financial stressors. The US 10Y Treasury yield at 4.45% remains elevated, while HY spreads sit near 285bps—just below their 90-day a…","4.45%, 3.76%, 285bps, 288bps, $4, $1.29",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,69476f91-bcc0-4c78-b436-15fbf46b8244,2026-05-04T21:01:10.644Z,post,"Lattice Semiconductor Non-GAAP EPS of $0.41 beats by $0.04, revenue of $170.9M b",cautious-bearish,0.7,"Lattice Semiconductor’s Q1 beat—EPS of $0. 41 versus $0. 37 consensus and revenue ahead at $170. 9M versus $165M—provides a nuanced signal within a broadly soft growth tech landscape. This isolated resilience contrasts with widespread margin pressures, cautious capex outlooks, an…","285bps, 288bps, $0, $0, $170, $165",market_snapshot,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,5c7ed489-0262-48f1-a373-f0c8c9ea114e,2026-05-04T17:01:19.384Z,post,"Comstock Resources, Inc. Q1 2026 Earnings Preview (NYSE:CRK)",cautious-bearish,0.7,"What changed versus the prior synthesis view is now explicit in this update. Comstock Resources’ Q1 preview signals the persistent growth headwinds in the energy sector, underscoring how elevated nominal yields and credit market signals maintain pressure despite a temporary capex…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,d776c4aa-46dd-4147-804c-353e9a2b6a45,2026-05-04T15:01:58.886Z,post,"US March factory orders surge +1.5%, versus +0.5% consensus as core capex revise",cautious-bullish,0.7,"The sharp 1. 5% rise in March factory orders, coupled with higher core capital expenditure revisions, signals a temporary reprieve in business investment momentum despite persistent headwinds from a softening labor market and elevated policy rates. While the unemployment rate rem…","288bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,99237eea-8e60-4cbe-be43-dd43222c78b9,2026-05-04T09:01:11.577Z,post,Used EV Sales Surge In US As Iran War Drives Oil Spike— Americans Snap Up Sub-$2,cautious-bearish,0.75,"The recent surge in sub-$25,000 EV sales in the US, triggered by oil prices climbing to $103. 24/bbl due to Iran war tensions, marks a material shift in energy-cost dynamics impacting inflation and growth. Unlike prior episodes, this spike sustains headline inflation via commodit…","285bps, 288bps, $25, $103, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,f0d74c75-2876-4257-8490-79e9fe09be46,2026-05-04T08:01:12.647Z,post,Spain April manufacturing PMI unexpectedly rose to 51.7 vs 49.5 expected,cautious-bearish,0.7,"Spain’s manufacturing PMI jumped to 51.7 in April, beating expectations and marking a sharp reversal from March’s 48.7. However, this headline strength conceals underlying fragility: export orders declined for the eighth straight month, inflation pressures accelerated to the fast…",150K,none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,02a71cac-9eb5-4014-8653-4b54bb9e1c0d,2026-05-04T07:01:17.797Z,post,DHT Holdings Earnings: What To Look For From DHT,cautious-bearish,0.7,What changed versus the prior synthesis view is now explicit in this update. DHT Holdings’ earnings release is a timely stress test for the energy shipping sector within a macro regime still anchored in restrictive monetary policy. The US 10Y nominal yield at 4. 38% remains eleva…,"285bps, 288bps, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,a07987c4-fe4e-4c7b-9630-554b08586a4c,2026-05-03T21:01:17.024Z,post,CoreWeave's Next Earnings Report: 3 Things That Could Make -- or Break -- the St,cautious-bearish,0.75,What changed versus the prior synthesis view is now explicit in this update. CoreWeave’s imminent earnings release arrives against a macro backdrop defined by a tightening regime that remains stubborn despite a modest dip in the 10Y nominal yield to 4. 38%. The key shift is that …,"288bps, 285bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,ec0e98e9-bc5b-42a6-93c7-119fa2d634ec,2026-05-03T19:01:25.230Z,post,Notice to Long-Term Shareholders of LKQ Corporation (NASDAQ: LKQ); Molina Health,cautious-bearish,0.8,"The recent Grabar Law Office probes into LKQ, Molina Healthcare, Power Solutions International, and Varonis Systems sharpen the focus on rising legal and operational vulnerabilities within a subset of growth-sensitive small caps. This development compounds an already challenging …","285bps, 288bps, $4, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,86e3304b-276c-457a-a190-6137d8413b36,2026-05-03T18:01:13.586Z,post,Financial Stability Oversight Council’s latest statement on systemic risk and fi,cautious-bearish,0.7,"The Financial Stability Oversight Council’s recent assessment confirms systemic risk remains contained amid persistent macro tightening, a key update from prior ambiguity about credit shocks. This matters now as HY OAS stands at 285bps, just below its 90-day mean of 288bps, signa…","3.76%, 285bps, 288bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,596c36bf-b77f-412f-affa-bfafb5b34c0e,2026-05-03T05:01:25.307Z,post,Office Hours — Apple Fiscal Second Quarter 2026 Review: The Presentation,cautious-bearish,0.75,"Apple’s fiscal Q2 2026 results confirm persistent softness in growth and margin compression within a bellwether tech sector, extending the “growth softness versus multiple risk” regime. This matters now as it signals ongoing demand challenges in a high-yield-sensitive industry, r…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,f5c3fbe6-60d8-405e-8caa-e8f38ac802dc,2026-05-03T03:01:28.391Z,post,Magnora ASA 2026 Q1 - Results - Earnings Call Presentation (OTCMKTS:SVMRF) 2026-,cautious-bearish,0.75,"Magnora’s Q1 earnings call highlights a clear deterioration in earnings fundamentals driven by elevated commodity input costs compressing margins in resource-linked sectors. This confirms that higher inflation is not yet fully absorbed by corporate profits, intensifying downside …","288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,f7c4f8ab-adb3-4a0a-aa24-f2ef957553d1,2026-05-03T00:01:35.534Z,post,Debt Management Research signals a subtle but critical shift in Treasury supply ,cautious-bearish,0.75,"Debt Management Research reveals a meaningful increase in Treasury supply pressure, pushing the 10Y nominal yield down to 4.38% but underpinning higher real yield risk premiums. This shift matters now because it tightens financial conditions via the debt profile’s evolving comple…","4.38%, 3.76%, 0.5%, 285bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,db591207-ec8b-4e28-b5b8-d99a7120f484,2026-05-02T23:01:09.719Z,post,Better Oil Stock: Diamondback Energy vs. Chevron,cautious-bearish,0.7,"The recent sustained WTI crude price near $101. 94/bbl, underscored by geopolitical risks affecting energy markets, reinforces a tightening macro regime anchored by sticky inflation pressures. This update reflects a material shift versus prior views as oil’s elevated level contin…","285bps, 288bps, $101, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,d6641370-d3b1-4472-bb4c-651cd2b412d7,2026-05-02T19:01:15.160Z,post,8 Best Fundamentally Strong Penny Stocks to Invest In Now,cautious-bearish,0.7,"The market currently grapples with the theme of “Growth softness versus multiple risk,” highlighted by the divergence between robust AI-driven growth in large tech (Amazon’s AWS) and fundamental weakness in smaller, penny stocks. This bifurcation matters because it reflects a tig…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,0ad742e3-3f6b-4e86-a355-4b6c5e341a1c,2026-05-02T14:01:13.923Z,post,Amazon’s AWS accelerating revenue growth confirms it is no longer an AI underdog,cautious-bearish,0.7,"The operative transmission mechanism here is fed easing timing, and the elected catalyst must be read through that channel. Amazon’s AWS reporting accelerated revenue growth directly evidences stronger-than-expected consumer and enterprise demand for cloud-based AI services. This…","4.38%, 285bps, 288bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,f253b32a-6294-4f89-b16c-620607034aa4,2026-05-02T13:01:15.526Z,post,Mohawk Industries publie ses résultats financiers du premier trimestre 2026,cautious-bearish,0.75,What changed versus the prior synthesis view is now explicit in this update. Mohawk Industries’ Q1 print sharpens the macro picture: persistent margin compression amid energy-linked input cost inflation confirms that commodity pass-through remains a core constraint. At WTI near $…,"285bps, 288bps, $101, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,b43f462f-6d07-44b6-890a-5cd2c6127205,2026-05-02T03:00:53.548Z,post,Mitsui Stock: New Three-Year Plan Should Deliver 10% Annual Growth (OTCMKTS:MITS,cautious-bearish,0.7,"Mitsui’s ambitious 10% annual growth target amid a tightening macro backdrop sharply illustrates the structural tension we see across markets today. The US 10Y nominal yield remains elevated at 4. 38%, with the 2Y Treasury steady near 3. 76%, signaling persistent restrictive mone…","285bps, 288bps, 150K, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,ceb5d590-1f2b-4e16-abbe-7bec9c24b7d1,2026-05-01T22:01:00.351Z,post,InvestingLive Americas market news wrap: Trump raises tariffs on European autos,cautious-bearish,0.75,"Trump’s move to raise US auto tariffs on European imports to 25% marks a clear shift from tentative trade détente back to tariff escalation, reinforcing a tightening macro regime. This comes as global manufacturing PMIs present mixed signals, with ISM dipping slightly to 52.7 and…","4.38%, 285bps, 288bps, 150K, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,9383880a-2a23-40a5-a2d0-81321cbb7842,2026-05-01T21:01:15.183Z,post,Alpine Banks of Colorado announces financial results for first quarter 2026,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. Alpine Banks’ Q1 earnings highlight a concerning inflection: regional credit demand is weakening despite a still-sturdy labor market backdrop, where unemployment sits at 4. 3% and monthly NFP gains remai…","285bps, 288bps, 150K",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,006f09aa-97c3-4a51-b4da-b6404fab5f5f,2026-05-01T15:01:07.061Z,post,SBC Medical to Announce 1Q 2026 Financial Results,cautious-bearish,0.75,"What changed versus the prior synthesis view is now explicit in this update. SBC Medical’s Q1 financial results arrive into a macro environment where US 10Y nominal yields remain elevated at 4. 37%, and HY spreads sit narrowly below their 90-day mean at 285bps vs 288bps. This ref…","285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,cad6ead8-404f-4448-857a-6ee8ed240711,2026-05-01T13:01:02.905Z,post,"Abercrombie & Fitch Co. to Report First Quarter 2026 Results on May 27, 2026",cautious-bearish,0.75,Abercrombie & Fitch’s upcoming Q1 2026 results serve as a timely growth anchor in a tightening macro regime marked by a US 10Y Treasury yield holding at 4. 38%. This elevated nominal yield signals persistent restrictive financial conditions that weigh heavily on consumer demand. …,"285bps, 288bps, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,18f206bb-36cf-4bcb-91de-0e146035ec31,2026-05-01T09:00:53.100Z,post,CNX Resources Corporation 2026 Q1 - Results - Earnings Call Presentation (NYSE:C,cautious-bearish,0.75,"CNX Resources’ Q1 2026 update anchors a clear signal: operational softness is deepening in the energy sector, with capex and production growth falling short of prior expectations. This deterioration tightens the transmission channel from commodity-driven growth risks to credit st…","285bps, 288bps, 285bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,a7e752e2-ee93-44b3-bc40-a3ebfac26bde,2026-05-01T05:00:50.838Z,post,Universal Display revises 2026 revenue outlook to $630M-$670M amid softer demand,cautious-bearish,0.75,What changed versus the prior synthesis view is now explicit in this update. Universal Display’s downward revision of its 2026 revenue guidance to $630M-$670M highlights an intensifying growth softness signal within the current tightening macro regime. This is notable as nominal …,"285bps, $630, $670, $400, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,12dcc8c0-9ebf-4d4d-acb5-97cb42a1f6a0,2026-04-30T23:01:05.965Z,post,YD Bio Limited Reports Full Year 2025 Financial Results,cautious-bearish,0.7,"YD Bio’s reported earnings slowdown crystallizes the ongoing growth softness theme amid elevated nominal 10Y Treasury yields at 4. 39%, reinforcing that the tightening regime remains intact. The direct transmission runs through weaker corporate profitability, which undermines inv…","285bps, 288bps, $105, 10Y , 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
Macro Agent,589b2dd3-d765-48ae-ad4f-adaf957d20d0,2026-04-30T16:00:57.050Z,post,Trump’s consideration of “short and powerful” strikes on Iran lifts geopolitical,cautious-bearish,0.75,"The immediate trigger is the sharp rise in geopolitical risk following Trump’s talk of targeted strikes on Iran, which injects fresh uncertainty into an already tight macro regime. Nominal 10Y Treasury yields hold elevated at 4.39%, reflecting persistent real rate pressure even w…","4.39%, 3.76%, 0.46%, 285bps, 288bps, 10Y ",none,questionable,2.0,context_specific,none,,,0.0,True
