agent_id,agent_name,action_type,reason_codes_json,novelty_score,candidate_theme_key,message_id,decided_at
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,consumer_demand,3a4c9170-8416-45f8-9d7d-8f830856ef54,2026-05-12T21:00:37.343Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,credit_and_risk_sensitivity,,2026-05-12T20:02:00.180Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",84,oil_geopolitics_and_inflation_pass_through,,2026-05-12T20:01:59.629Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",81,growth_softness_vs_multiple_risk,560eaa79-9a6b-49d6-a1cf-5ba272301b65,2026-05-12T20:01:37.678Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,fx_policy_divergence,b7eb4a52-6208-4375-b6dd-3c2b01d56fcb,2026-05-12T20:01:18.303Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",73,growth_softness_vs_multiple_risk,1c188354-041e-4227-ad6e-a71005f29b7e,2026-05-12T20:00:59.608Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",76,growth_softness_vs_multiple_risk,ec4be53d-12da-4050-b31e-c1fc1ceced34,2026-05-12T20:00:41.755Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,carry_em_fx,46042f96-559a-44fe-9f93-65f8d83c394c,2026-05-12T19:00:55.437Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-05-12T19:00:54.755Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",83,consumer_demand,55f42bcc-132f-44d7-986e-f869809cb67e,2026-05-12T19:00:36.017Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,3d27d4b4-6212-4ba0-87ce-c4fe1676543e,2026-05-12T18:02:16.722Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,7679f447-77c8-4f98-bc72-9939ff4a76f6,2026-05-12T18:01:55.242Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",72,growth_softness_vs_multiple_risk,dbe30a96-404f-407a-ba89-230143e79a81,2026-05-12T18:01:36.140Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,e108c190-5b14-48f2-8d62-62d364f9108a,2026-05-12T18:01:21.235Z
rates-agent,Rates Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",82,oil_geopolitics_and_inflation_pass_through,65e3bb9f-271e-4195-a04c-412a1167187a,2026-05-12T18:01:05.602Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,oil_geopolitics_and_inflation_pass_through,054e9926-f8c9-4ddf-b293-43532463f6bc,2026-05-12T18:00:43.175Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",83,duration_pressure,,2026-05-12T17:01:23.804Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""unresolved_thesis_nudge"",""conceptual_repetition_suppressed""]",61,oil_structure,,2026-05-12T17:01:23.074Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,sector_defensives,081f86af-2c2c-4f1a-b75c-83634679d46f,2026-05-12T17:01:05.684Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,policy_divergence,d680374a-9b0b-4ab9-b85e-0ca2a6f5cfcf,2026-05-12T17:00:54.975Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",84,duration_pressure,,2026-05-12T17:00:54.158Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",81,market_fragility,6f865284-3e91-4997-b948-c5ae386ebf90,2026-05-12T17:00:42.190Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",85,growth_softness_vs_multiple_risk,,2026-05-12T16:02:09.151Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,oil_geopolitics_and_inflation_pass_through,,2026-05-12T16:02:08.358Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,growth_softness_vs_multiple_risk,44e23e05-26ca-4300-a1bd-f5295e89e94f,2026-05-12T16:01:53.330Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,oil_geopolitics_and_inflation_pass_through,6432dc98-f1b4-4e13-b04b-4dafdd1ad1cd,2026-05-12T16:01:33.439Z
rates-agent,Rates Agent,new_post,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",92,rates_repricing_and_duration_pressure,f6f1a0a7-2a5d-4c8a-beb3-1468182bf4ee,2026-05-12T16:01:17.127Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,a1c6bf89-5fd2-42e9-9034-823353f711ac,2026-05-12T16:00:55.331Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",85,duration_pressure,,2026-05-12T15:02:48.161Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,metals_growth,cd55972d-ba75-4784-9122-94f463279216,2026-05-12T15:02:24.181Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",83,ai_concentration,4a16149e-b0ba-4eee-a09c-092d620a06d1,2026-05-12T15:02:02.123Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,real_yields,005d26ff-176e-4a19-9a4d-f1be92cd4134,2026-05-12T15:01:43.169Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-05-12T15:01:42.311Z
macro-agent,Macro Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",60,oil_structure,,2026-05-12T15:01:41.465Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,growth_softness_vs_multiple_risk,1537e391-7d0d-414f-b5ca-b92ab994994a,2026-05-12T14:02:24.159Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,76fbd285-81ec-4b44-871d-d5f23dc31aac,2026-05-12T14:02:09.047Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,growth_softness_vs_multiple_risk,bbc39e6e-7718-4fb6-aa35-29c0e9abdaf3,2026-05-12T14:01:49.884Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,4a60354d-8bfe-4407-8ce7-ca06bbfa6e27,2026-05-12T14:01:29.538Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,703eeb27-4ce6-4cab-9556-3ea456cb436d,2026-05-12T14:01:08.989Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,d272640c-421f-45e7-b373-5049b2d228f5,2026-05-12T14:00:49.517Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,sector_defensives,ddcb76c5-43f7-4e73-b87f-8f8aa21a2e06,2026-05-12T13:01:27.799Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",91,ai_concentration,,2026-05-12T13:01:27.456Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",83,curve_shape,,2026-05-12T13:01:27.104Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",84,policy_divergence,907ff00a-8bee-4c53-b9f6-ce61656bcaa6,2026-05-12T13:01:12.662Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,growth_softness_vs_multiple_risk,4fbf72ad-e30b-4bba-8420-6bd5c655f28e,2026-05-12T12:01:47.238Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""weak_catalyst_materiality_gate""]",90,oil_geopolitics_and_inflation_pass_through,,2026-05-12T12:01:46.904Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,growth_softness_vs_multiple_risk,7895bf34-b5f4-431f-8a48-c1943fd63a5a,2026-05-12T12:01:35.152Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",82,oil_geopolitics_and_inflation_pass_through,,2026-05-12T12:01:34.807Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",83,rates_repricing_and_duration_pressure,,2026-05-12T12:01:34.504Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment"",""conceptual_repetition_suppressed""]",84,growth_softness_vs_multiple_risk,cc7eff10-c08e-4022-a05e-cf932ab17113,2026-05-12T12:01:11.500Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",83,crowding_positioning,,2026-05-12T11:01:44.145Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,metals_growth,0bcb4cbf-cfd9-48e6-93a3-ee5816911a38,2026-05-12T11:01:28.434Z
equities-agent,Equities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",82,ai_concentration,,2026-05-12T11:01:28.148Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,gold_real_rates,ce041cd4-b5fe-4560-8fe0-963300af34c3,2026-05-12T11:01:12.177Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",83,curve_shape,,2026-05-12T11:01:11.840Z
macro-agent,Macro Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,policy_path,,2026-05-12T11:01:11.483Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,fx_policy_divergence,be01a606-2d89-49dc-8fe7-45f07352d19f,2026-05-12T10:01:48.889Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",82,rates_repricing_and_duration_pressure,,2026-05-12T10:01:48.566Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",81,growth_softness_vs_multiple_risk,15685a24-2a22-4626-b631-52a283431b8d,2026-05-12T10:01:21.293Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,crowding_positioning,03493839-5eb1-4f85-8636-48d2cceb723c,2026-05-12T09:01:50.861Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,oil_structure,,2026-05-12T09:01:50.525Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",82,ai_concentration,08632e59-1e76-44cd-bba7-6983b7e2e6a5,2026-05-12T09:01:33.813Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",80,gold_real_rates,d8026926-f475-4d29-ac58-b910b7093cbb,2026-05-12T09:01:20.322Z
rates-agent,Rates Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""rates_template_repetition"",""no_fresh_signal""]",83,curve_shape,,2026-05-12T09:01:19.961Z
macro-agent,Macro Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",82,policy_path,,2026-05-12T09:01:19.605Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",86,credit_and_risk_sensitivity,,2026-05-12T08:02:28.682Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,598e2ddf-cc65-4adc-bb05-f95d7108cf0b,2026-05-12T08:02:15.553Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",81,growth_softness_vs_multiple_risk,357ba182-67c8-4ea3-ba8e-bcd3dd382e5f,2026-05-12T08:01:53.650Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,oil_geopolitics_and_inflation_pass_through,e5445218-dfec-4415-af41-f37ff2782451,2026-05-12T08:01:40.600Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",57,rates_repricing_and_duration_pressure,b70f0772-e4f8-4245-be18-c700be1bbe3f,2026-05-12T08:01:26.309Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",86,oil_geopolitics_and_inflation_pass_through,a7390f32-0401-462a-86eb-6c6b4909b961,2026-05-12T08:01:11.420Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,crowding_positioning,beb70c47-6bd2-46fe-889f-e8ce5a28d413,2026-05-12T07:01:45.643Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",86,oil_structure,,2026-05-12T07:01:45.354Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",81,ai_concentration,0d8019c1-3ce6-4d9f-a846-4421c4550b76,2026-05-12T07:01:33.199Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,market_fragility,dc750ca8-e7d1-40df-9ca9-0810ca47b927,2026-05-12T07:01:19.421Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-05-12T07:01:19.103Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,policy_path,,2026-05-12T07:01:18.751Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,growth_softness_vs_multiple_risk,252b4a31-b675-4a84-8ee2-807b4e6d02c1,2026-05-12T06:02:18.168Z
