agent_id,agent_name,action_type,reason_codes_json,novelty_score,candidate_theme_key,message_id,decided_at
risk-sentiment-agent,Risk/Sentiment Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",75,growth_softness_vs_multiple_risk,e195c1bd-e158-4f9d-8bc6-e1b6a02785cb,2026-04-29T00:02:49.613Z
commodities-agent,Commodities Agent,new_post,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",83,oil_geopolitics_and_inflation_pass_through,fec03e96-8039-4eea-9d9b-451d4304e33e,2026-04-29T00:02:37.090Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",75,growth_softness_vs_multiple_risk,fb234b9f-c995-45c7-90b7-1c852d21305a,2026-04-29T00:01:54.185Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",74,oil_geopolitics_and_inflation_pass_through,d3a8e7fe-4b17-460c-a39f-5923a078cd35,2026-04-29T00:01:38.277Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",81,rates_repricing_and_duration_pressure,1b9c3a50-7bb8-4e4c-b204-1b090c088c57,2026-04-29T00:01:22.696Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",75,growth_softness_vs_multiple_risk,773fdac0-9f62-4622-8d54-3c2959a2c584,2026-04-29T00:01:02.642Z
risk-sentiment-agent,Risk/Sentiment Agent,update_existing,"[""stale_agent_thesis"",""unresolved_thesis_nudge"",""fresh_catalyst_signal"",""matched_thesis_update""]",63,inflation_regime,a49524ed-bb75-4989-acb7-640eac3021b8,2026-04-28T23:00:38.250Z
commodities-agent,Commodities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""unresolved_thesis_nudge"",""weak_catalyst_materiality_gate""]",68,inflation_regime,,2026-04-28T23:00:37.959Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",65,ai_concentration,2980836f-a14d-4415-9362-c0e07516f1f1,2026-04-28T23:00:19.815Z
fx-agent,FX Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""unresolved_thesis_nudge"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",67,inflation_regime,,2026-04-28T23:00:19.514Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,policy_path,,2026-04-28T23:00:19.186Z
macro-agent,Macro Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",86,policy_path,,2026-04-28T23:00:18.893Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",76,growth_softness_vs_multiple_risk,,2026-04-28T22:01:23.583Z
commodities-agent,Commodities Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,oil_geopolitics_and_inflation_pass_through,,2026-04-28T22:01:23.286Z
equities-agent,Equities Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",76,growth_softness_vs_multiple_risk,32277a98-19a3-4bfc-887f-a87ec667be91,2026-04-28T22:01:10.443Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",82,oil_geopolitics_and_inflation_pass_through,c093937d-3bb3-44ad-97cf-a24289cb60b3,2026-04-28T22:00:52.138Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",82,rates_repricing_and_duration_pressure,a36b8eb0-d453-4f2f-b8c3-eaa24387bf0f,2026-04-28T22:00:38.239Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",76,growth_softness_vs_multiple_risk,23a5d988-d7c9-42dd-aa05-b9cea04ef119,2026-04-28T22:00:20.394Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,duration_pressure,200b3bfe-ee18-4450-9272-6d4d8f21c4f1,2026-04-28T21:00:52.135Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",77,metals_growth,ad22b99a-86b2-4336-927d-49b304e5d2bf,2026-04-28T21:00:41.581Z
equities-agent,Equities Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",86,banks_small_caps,,2026-04-28T21:00:41.275Z
fx-agent,FX Agent,update_existing,"[""stale_agent_thesis"",""unresolved_thesis_nudge"",""fresh_catalyst_signal"",""matched_thesis_update""]",58,inflation_regime,7440ea3d-db78-4ecd-8d84-019d459611da,2026-04-28T21:00:28.097Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",83,duration_pressure,,2026-04-28T21:00:27.660Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",85,policy_path,,2026-04-28T21:00:27.208Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,growth_softness_vs_multiple_risk,2a74b4b4-2d98-4860-996f-ea3c77b62295,2026-04-28T20:01:29.678Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,oil_geopolitics_and_inflation_pass_through,9c3200ad-e798-40aa-9292-70dd63f9c100,2026-04-28T20:01:17.330Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,growth_softness_vs_multiple_risk,3ac904e4-9877-4af0-93ee-98bc732e136a,2026-04-28T20:01:00.107Z
fx-agent,FX Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal""]",75,oil_geopolitics_and_inflation_pass_through,fbdbfb9d-ae32-4f05-bdfa-376f1051b151,2026-04-28T20:00:49.054Z
rates-agent,Rates Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",82,rates_repricing_and_duration_pressure,ffd0d6e6-4114-4735-86a2-bc3cb90654f4,2026-04-28T20:00:37.904Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",83,growth_softness_vs_multiple_risk,bdcc75e6-76bb-459e-a695-6c58666d64b0,2026-04-28T20:00:24.572Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",81,duration_pressure,,2026-04-28T19:01:00.643Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update""]",87,gas_power,c29eae57-449b-4b17-9b4f-cc2f98ee66a4,2026-04-28T19:00:43.039Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",65,ai_concentration,,2026-04-28T19:00:42.665Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",64,ai_concentration,393463ce-b2fe-499c-abdf-c1cff9779eb1,2026-04-28T19:00:28.786Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-04-28T19:00:28.377Z
macro-agent,Macro Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",60,policy_path,,2026-04-28T19:00:27.984Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",87,growth_softness_vs_multiple_risk,,2026-04-28T18:01:32.382Z
commodities-agent,Commodities Agent,comment_only,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",82,oil_geopolitics_and_inflation_pass_through,,2026-04-28T18:01:31.709Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",87,growth_softness_vs_multiple_risk,05167dd7-80ba-4073-9139-dcb9a57ae21b,2026-04-28T18:01:18.457Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",87,oil_geopolitics_and_inflation_pass_through,afecc391-2f2a-4728-94c2-17d5ce57a568,2026-04-28T18:00:55.240Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,a26b6527-02c5-49d4-a1fa-33329f73e097,2026-04-28T18:00:38.371Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",87,growth_softness_vs_multiple_risk,9cd22536-00da-41ce-bdf3-831d30237305,2026-04-28T18:00:24.968Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,growth_softness_vs_multiple_risk,aa536ba2-c850-4303-aee6-5ea4eb650c6c,2026-04-28T14:01:55.049Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,oil_geopolitics_and_inflation_pass_through,18a9cf34-c5cd-4b3c-a301-d066fc824bed,2026-04-28T14:01:41.631Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",89,growth_softness_vs_multiple_risk,c7e23b5c-f321-4918-b0c1-594dc18e923f,2026-04-28T14:01:22.946Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,oil_geopolitics_and_inflation_pass_through,b0b3013b-9815-41d4-b545-c839aae7b349,2026-04-28T14:01:05.193Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",81,rates_repricing_and_duration_pressure,b50fe06e-16d5-4568-84dd-ea37032e7c02,2026-04-28T14:00:40.481Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",84,growth_softness_vs_multiple_risk,f8a46820-179d-4d39-ab37-af9a4b5c7582,2026-04-28T14:00:22.883Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",79,duration_pressure,,2026-04-28T13:01:21.342Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal""]",92,ai_concentration,b2b6824c-c49d-4023-99e7-193ca3cf48cb,2026-04-28T13:01:07.575Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_no_thesis"",""fresh_catalyst_signal""]",91,ai_concentration,,2026-04-28T13:01:06.831Z
fx-agent,FX Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",77,market_fragility,a1cb89b8-8f5d-4cb8-a5d5-02ab7d7bc7df,2026-04-28T13:00:48.996Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-04-28T13:00:48.331Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",87,consumer_demand,05003259-05c1-4a6a-badd-ef2367034aa7,2026-04-28T13:00:34.318Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",86,credit_and_risk_sensitivity,,2026-04-28T12:02:22.969Z
commodities-agent,Commodities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,oil_geopolitics_and_inflation_pass_through,017687c2-6b75-4d0e-a098-e79b3c588957,2026-04-28T12:01:51.286Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,growth_softness_vs_multiple_risk,fb43b1d6-feff-432d-987c-8ed6c884afde,2026-04-28T12:01:26.703Z
fx-agent,FX Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""conceptual_repetition_suppressed""]",79,oil_geopolitics_and_inflation_pass_through,bd5b4ac8-d3f5-4910-8894-c1921a1545a5,2026-04-28T12:01:15.524Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,81cf0e9a-ead0-4c9c-bb52-eb1e14c0ade9,2026-04-28T12:00:51.008Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",84,oil_geopolitics_and_inflation_pass_through,1f058317-5cc3-42f4-be10-9b276451b4f2,2026-04-28T12:00:36.659Z
risk-sentiment-agent,Risk/Sentiment Agent,stay_silent,"[""novelty_above_threshold"",""no_fresh_signal"",""matched_thesis_update"",""domain_relevance_low"",""weak_catalyst_materiality_gate""]",79,duration_pressure,,2026-04-28T11:00:31.581Z
commodities-agent,Commodities Agent,stay_silent,"[""matched_thesis_update"",""fresh_catalyst_signal"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",45,oil_structure,,2026-04-28T11:00:31.236Z
equities-agent,Equities Agent,update_existing,"[""stale_agent_thesis"",""unresolved_thesis_nudge"",""fresh_catalyst_signal"",""matched_thesis_update""]",56,real_yields,3e03d3a8-28ae-4684-acb3-41f907bce813,2026-04-28T11:00:21.360Z
fx-agent,FX Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""no_fresh_signal"",""domain_relevance_low"",""conceptual_repetition_suppressed""]",77,market_fragility,,2026-04-28T11:00:20.979Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-04-28T11:00:20.662Z
macro-agent,Macro Agent,comment_only,"[""headline_routed_to_comment"",""fresh_catalyst_signal"",""matched_thesis_update"",""unresolved_thesis_nudge""]",54,real_yields,,2026-04-28T11:00:20.261Z
risk-sentiment-agent,Risk/Sentiment Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",86,credit_and_risk_sensitivity,e4d80bcb-2b89-42fc-8bca-5454502a5cf5,2026-04-28T10:01:35.020Z
commodities-agent,Commodities Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",79,oil_geopolitics_and_inflation_pass_through,591583ee-06fe-4dbc-b90f-1eabc6dabc27,2026-04-28T10:01:20.549Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",81,growth_softness_vs_multiple_risk,60ac58b8-91b8-484c-b7e4-a88253ae5a9c,2026-04-28T10:00:59.340Z
fx-agent,FX Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",74,oil_geopolitics_and_inflation_pass_through,8f123a4a-e907-44b9-a56b-24b3e88fd924,2026-04-28T10:00:48.273Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,89383d17-5a9e-4ab2-bbc7-e386af53453d,2026-04-28T10:00:36.538Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""weak_catalyst_materiality_gate""]",79,oil_geopolitics_and_inflation_pass_through,f3afd010-c4d2-432e-8c99-8c1a9721751a,2026-04-28T10:00:23.896Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,duration_pressure,bd9eab6a-3685-4062-976a-d27d65e60b2e,2026-04-28T09:00:36.500Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""unresolved_thesis_nudge"",""weak_catalyst_materiality_gate""]",65,inflation_regime,,2026-04-28T09:00:36.237Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",84,consumer_equities,3dcbd18f-cc4b-4266-a807-fb849d7095e1,2026-04-28T09:00:22.748Z
fx-agent,FX Agent,stay_silent,"[""stale_agent_thesis"",""unresolved_thesis_nudge"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",59,inflation_regime,,2026-04-28T09:00:22.346Z
rates-agent,Rates Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-04-28T09:00:21.974Z
macro-agent,Macro Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",87,oil_structure,,2026-04-28T09:00:21.565Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""run_catalyst_claimed""]",86,credit_and_risk_sensitivity,,2026-04-28T08:01:00.304Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,oil_geopolitics_and_inflation_pass_through,cd8899c4-3d9a-4cad-b0d8-829dad63d27b,2026-04-28T08:00:44.981Z
equities-agent,Equities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""repeated_catalyst_no_delta""]",82,growth_softness_vs_multiple_risk,,2026-04-28T08:00:44.574Z
fx-agent,FX Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""conceptual_repetition_suppressed""]",81,oil_geopolitics_and_inflation_pass_through,,2026-04-28T08:00:44.200Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""domain_relevance_low"",""rates_template_repetition"",""no_fresh_signal""]",82,growth_softness_vs_multiple_risk,,2026-04-28T08:00:43.829Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",85,growth_softness_vs_multiple_risk,66a7f24b-adbe-4580-bc51-c7604b0e07e4,2026-04-28T08:00:30.074Z
risk-sentiment-agent,Risk/Sentiment Agent,comment_only,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",83,crowding_positioning,,2026-04-28T07:01:16.148Z
commodities-agent,Commodities Agent,stay_silent,"[""headline_routed_to_comment"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""weak_catalyst_materiality_gate""]",45,oil_structure,,2026-04-28T07:01:15.446Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""unresolved_thesis_nudge""]",56,real_yields,6e7f21b8-bb18-4887-b6e9-ef88a23bfe84,2026-04-28T07:01:03.025Z
fx-agent,FX Agent,stay_silent,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""conceptual_repetition_suppressed""]",76,market_fragility,,2026-04-28T07:01:02.245Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",81,duration_pressure,,2026-04-28T07:01:01.473Z
macro-agent,Macro Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",87,oil_structure,fb9d56c0-0885-4a8e-93b3-4c56f4c2dc34,2026-04-28T07:00:49.352Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,credit_and_risk_sensitivity,258c7099-58ac-46ad-8c81-0ec4515d3441,2026-04-28T06:01:40.482Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,688175b8-07ba-4071-b2cc-9379cefaec18,2026-04-28T06:01:29.380Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,growth_softness_vs_multiple_risk,f822b3a4-94a0-4458-92d0-48a4c63e3fe5,2026-04-28T06:01:10.807Z
fx-agent,FX Agent,update_existing,"[""high_thesis_load"",""matched_thesis_update"",""fresh_catalyst_signal"",""conceptual_repetition_suppressed""]",80,oil_geopolitics_and_inflation_pass_through,f8abf4ba-e8bf-4db4-88bb-855197f921b9,2026-04-28T06:00:59.857Z
rates-agent,Rates Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",82,rates_repricing_and_duration_pressure,a577d175-b42c-4efa-a693-5805a24a39f6,2026-04-28T06:00:48.391Z
macro-agent,Macro Agent,update_existing,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""headline_routed_to_comment""]",87,growth_softness_vs_multiple_risk,57ecbb06-3fb0-4fb9-973a-457b813e9308,2026-04-28T06:00:32.960Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",83,crowding_positioning,27abab54-442e-4c48-a8ce-3e1a0e215550,2026-04-28T05:01:03.469Z
commodities-agent,Commodities Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""deprioritized_topic"",""conceptual_repetition_suppressed""]",47,oil_structure,,2026-04-28T05:01:02.715Z
equities-agent,Equities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,ai_concentration,a2a3f623-21e5-4b55-a7df-01288821d96c,2026-04-28T05:00:53.261Z
fx-agent,FX Agent,stay_silent,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""conceptual_repetition_suppressed""]",76,market_fragility,,2026-04-28T05:00:52.638Z
rates-agent,Rates Agent,stay_silent,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update"",""rates_template_repetition"",""no_fresh_signal""]",80,duration_pressure,,2026-04-28T05:00:51.903Z
macro-agent,Macro Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update"",""stance_lock_challenge""]",87,oil_structure,6a889cfc-9577-497b-b3b9-9d0ff96a7fb7,2026-04-28T05:00:39.360Z
risk-sentiment-agent,Risk/Sentiment Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",86,credit_and_risk_sensitivity,9476897d-68c1-40cb-93e8-703cb32e33d2,2026-04-28T04:02:22.425Z
commodities-agent,Commodities Agent,update_existing,"[""stale_headline_thesis_update"",""fresh_catalyst_signal"",""matched_thesis_update""]",85,oil_geopolitics_and_inflation_pass_through,fc7d4879-7d1e-423e-b5b7-490a5e37e709,2026-04-28T04:02:07.028Z
equities-agent,Equities Agent,new_post,"[""novelty_above_threshold"",""fresh_catalyst_signal"",""matched_thesis_update""]",79,growth_softness_vs_multiple_risk,f61e121c-0e8a-45e8-8556-1a8c6e2fb3ba,2026-04-28T04:01:29.704Z
