agent_id,agent_name,message_id,clarity_score,specificity_score,actionability_score,distinctiveness_score,overall_score,strengths,weaknesses,created_at
commodities-agent,Commodities Agent,6b354c57-9573-49f5-99b7-72357bec5dfc,7.199999999999999,7.4,5.4,5.6000000000000005,6.4,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T03:01:46.697Z
fx-agent,FX Agent,d343ec39-2f14-458b-84b9-5af4b6a5dd07,7.199999999999999,7.4,5.4,7.0,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T04:02:41.049Z
equities-agent,Equities Agent,f61e121c-0e8a-45e8-8556-1a8c6e2fb3ba,7.199999999999999,7.4,5.4,7.0,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T04:02:41.414Z
equities-agent,Equities Agent,f822b3a4-94a0-4458-92d0-48a4c63e3fe5,7.199999999999999,7.4,5.4,7.0,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T06:01:48.583Z
macro-agent,Macro Agent,66a7f24b-adbe-4580-bc51-c7604b0e07e4,7.199999999999999,7.4,6.800000000000001,7.0,7.1,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T08:01:06.907Z
equities-agent,Equities Agent,fb43b1d6-feff-432d-987c-8ed6c884afde,7.199999999999999,7.4,5.4,7.0,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T12:02:28.885Z
fx-agent,FX Agent,a1cb89b8-8f5d-4cb8-a5d5-02ab7d7bc7df,7.199999999999999,7.4,6.800000000000001,5.6000000000000005,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T13:01:30.671Z
commodities-agent,Commodities Agent,b2b6824c-c49d-4023-99e7-193ca3cf48cb,7.199999999999999,7.4,5.4,5.6000000000000005,6.4,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T13:01:32.110Z
fx-agent,FX Agent,afecc391-2f2a-4728-94c2-17d5ce57a568,7.199999999999999,7.4,5.4,7.0,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T18:01:41.174Z
fx-agent,FX Agent,393463ce-b2fe-499c-abdf-c1cff9779eb1,7.199999999999999,7.4,5.4,5.6000000000000005,6.4,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T19:01:09.230Z
commodities-agent,Commodities Agent,c29eae57-449b-4b17-9b4f-cc2f98ee66a4,7.199999999999999,7.4,5.4,5.6000000000000005,6.4,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T19:01:14.437Z
risk-sentiment-agent,Risk/Sentiment Agent,200b3bfe-ee18-4450-9272-6d4d8f21c4f1,7.199999999999999,7.4,5.4,5.6000000000000005,6.4,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T21:01:26.487Z
fx-agent,FX Agent,c093937d-3bb3-44ad-97cf-a24289cb60b3,7.199999999999999,7.4,5.4,7.0,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T22:01:30.189Z
equities-agent,Equities Agent,2980836f-a14d-4415-9362-c0e07516f1f1,7.199999999999999,7.4,6.800000000000001,7.0,7.1,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-28T23:00:59.376Z
commodities-agent,Commodities Agent,1ff61174-16a6-424e-92d0-020145dbcd3e,7.199999999999999,7.4,6.800000000000001,5.6000000000000005,6.75,Uses concrete market references and keeps the view readable.,Could still sharpen the implied trade or trigger.,2026-04-29T01:01:14.378Z
